SLNO,numPS,namePSe,namePSh,PART_CATEGORY,PART_LAT_LONG,latPS,longPS,acPS
217,217,PRATHMIK VIDYALAYA MURIDPUR R.NO. 1,प्राथमिक विद्यालय मुरीदपुर क0सं0 1,R,25.428562094532992-83.08967605233191,25.4388546,83.1139422,386
218,218,PRATHMIK VIDYALAYA MURIDPUR R.NO. 2,प्राथमिक विद्यालय मुरीदपुर क0सं0 2,R,25.426993303271043-83.0438669398427,25.4390019,83.1138724,386
219,219,SWAMI RAGHAWANAND CONVENT SCHOOL MUSTAFABAD R.NO.- 1,स्वामी राघवानन्द कान्वेन्ट स्कूल मुस्तफाबाद क0सं0 1,R,25.424918204053423-83.08246761560441,25.367303,83.117417,386
220,220,SWAMI RAGHAWANAND CONVENT SCHOOL MUSTAFABAD R.NO.- 2,स्वामी राघवानन्द कान्वेन्ट स्कूल मुस्तफाबाद क0सं0 2,R,8.236344892,25.3703384,83.1141295,386
221,221,PRATHMIK VIDYALAYA MUSTAFABAD PRATHAM R.NO. 1,प्राथमिक विद्यालय मुस्‍तफाबाद प्रथम क0सं0 1,R,25.433155104810325-83.0775373801589,25.3580267,83.11624,386
222,222,PRATHMIK VIDYALAYA MUSTAFABAD PRATHAM R.NO. 2,प्राथमिक विद्यालय मुस्‍तफाबाद प्रथम क0सं0 2,R,25.42966274944103-83.11370093375444,25.3577989,83.1163266,386
223,223,COMPOSIT VIDYALAYA MUSTAFABAD RETA R.NO. 1,कम्‍पोजिट विद्यालय मुस्तफाबाद रेता क0सं0 1,R,25.457868179809996-83.11055772006512,25.3054491,83.0896517,386
224,224,COMPOSIT VIDYALAYA MUSTAFABAD RETA R.NO. 2,कम्‍पोजिट विद्यालय मुस्तफाबाद रेता क0सं0 2,R,25.432644005197478-83.11071764677763,25.43264401,83.11071765,386
225,225,PRATHMIK VIDYALAYA CHHITAUNA R.NO. 1,प्राथमिक विद्यालय छितौना क0सं0 1,R,25.41265431356512-83.12976736575365,25.3710417,83.1239183,386
226,226,PRATHMIK VIDYALAYA CHHITAUNA R.NO. 2,प्राथमिक विद्यालय छितौना क0सं0 2,R,25.41192054215522-83.13200365751982,25.37109,83.1238783,386
227,227,PRATHMIK VIDYALAYA CHHITAUNA R.NO. 3,प्राथमिक विद्यालय छितौना क0सं0 3,R,25.411902371944-83.13191179186106,25.3711252,83.12395,386
228,228,PURVA PRATHMIK VIDYALAYA RAMCHANDIPUR R.NO. 1,पूर्व माध्यमिक विद्यालय रमचन्‍दीपुर क0सं0 1,R,25.414726292757575-83.11263274401426,25.3476207,83.1440812,386
229,229,PURVA PRATHMIK VIDYALAYA RAMCHANDIPUR R.NO. 2,पूर्व माध्यमिक विद्यालय रमचन्‍दीपुर क0सं0 2,R,25.42650216233806-83.0962296947837,25.3477911,83.1436021,386
230,230,PURVA PRATHMIK VIDYALAYA RAMCHANDIPUR R.NO. 3,पूर्व माध्यमिक विद्यालय रमचन्‍दीपुर क0सं0 3,R,25.41289900398774-83.09468071907759,25.34772,83.1439917,386
231,231,PRATHMIK VIDYALAYA RAMPUR DHAB,प्राथमिक विद्यालय रामपुर ढांब,R,25.399976671885263-83.12552645802496,25.3646133,83.1436317,386
232,232,COMPOSIT VIDYALAYA GOBARAHA R.NO. 1,कम्‍पोजिट विद्यालय गोबरहां क0सं0 1,R,25.417998627015283-83.1303634867072,25.3626633,83.1621667,386
233,233,COMPOSIT VIDYALAYA GOBARAHA R.NO. 2,कम्‍पोजिट विद्यालय गोबरहां क0सं0 2,R,25.40031951663481-83.12485489994287,25.3626783,83.1622033,386
234,234,COMPOSIT VIDYALAYA MOKALPUR R.NO. 1,कम्‍पोजिट विद्यालय मोकलपुर क0सं0 1,R,25.4083821447136-83.13990343362093,25.3739023,83.1719885,386
235,235,COMPOSIT VIDYALAYA MOKALPUR R.NO. 2,क‍म्‍पोजिट विद्यालय मोकलपुर क0सं0 2,R,25.42424964904785-83.11681365966797,25.42424965,83.11681366,386
236,236,COMPOSIT VIDYALAYA SARSAUL R.NO. 1,कम्‍पोजिट विद्यालय सरसौल क0सं0 1,R,25.42631563726698-83.11783824115992,25.42631564,83.11783824,386
237,237,COMPOSIT VIDYALAYA SARSAUL R.NO. 2,कम्‍पोजिट विद्यालय सरसौल क0सं0 2,R,25.430745529714223-83.12451157718897,25.43074553,83.12451158,386
238,238,PRATHMIK VIDYALAYA MISHRAPURA R.NO. 1,प्राथमिक विद्यालय मिश्रपुरा क0सं0 1,R,25.439849158979627-83.11732325702906,25.43984916,83.11732326,386
239,239,PRATHMIK VIDYALAYA MISHRAPURA R.NO. 2,प्राथमिक विद्यालय मिश्रपुरा क0सं0 2,R,25.402985313332795-83.15032951533794,25.40298531,83.15032952,386
240,240,PRATHMIK VIDYALAYA DHOBAHI,प्राथमिक विद्यालय धोबही,R,25.36082660625139-83.11762668192388,25.36082661,83.11762668,386
241,241,PRATHMIK VIDYALAYA LUTHAKHURD,प्राथमिक विद्यालय लूठाखुर्द,R,25.357591502562467-83.11627954244614,25.3575915,83.11627954,386
242,242,KANYA PURVA MADHYAMIK VIDYALAYA SHIVDASHA R.NO. 1,कन्‍या पूर्व माध्‍यमिक विद्यालय शिवदशा क0सं0 1,R,25.357694513379403-83.1184082105756,25.35769451,83.11840821,386
243,243,KANYA PURVA MADHYAMIK VIDYALAYA SHIVDASHA R.NO. 2,कन्‍या पूर्व माध्‍यमिक विद्यालय शिवदशा क0सं0 2,R,25.357734808763322-83.11879746615887,25.35773481,83.11879747,386
244,244,PRATHMIK VIDYALAYA SIRISTI R.NO. 1,प्राथमिक विद्यालय सिरिस्‍ती क0सं0 1,R,25.355960890233774-83.12184143811466,25.4019253,83.1405092,386
245,245,PRATHMIK VIDYALAYA SIRISTI R.NO. 2,प्राथमिक विद्यालय सिरिस्‍ती क0सं0 2,R,46.152633788842834-27.963304705917835,25.35595213,83.12184025,386
246,246,PRATHMIK VIDYALAYA BHAGATUA R.NO. 1,प्राथमिक विद्यालय भगतुआ क0सं0 1,R,25.33860874677586-83.11698228120802,25.33860875,83.11698228,386
247,247,PRATHMIK VIDYALAYA BHAGATUA R.NO. 2,प्राथमिक विद्यालय भगतुआ क0सं0 2,R,25.37909886243368-83.14395893365145,25.37909886,83.14395893,386
248,248,PRATHMIK VIDYALAYA AMAULI,प्राथमिक विद्यालय अमौली,R,25.39509011972638-83.13926707953215,25.39509012,83.13926708,386
249,249,COMPOSIT VIDYALAYA CHHITAUNI,कम्‍पोजिट विद्यालय छितौनी,R,25.367593746282598-83.1184846535325,25.36759375,83.11848465,386
250,250,COMPOSIT VIDYALAYA DEORIA,कम्‍पोजिट विद्यालय देवरिया,R,25.37539470966216-83.1198274344206,25.3993336,83.1769518,386
251,251,PRATHMIK VIDYALAYA GANGAPUR (BAKAINI),प्राथमिक विद्यालय गंगापुर (बकैनी),R,25.347520862628024-83.14308922737837,25.34752086,83.14308923,386
252,252,PANCHAYAT BHAWAN KUKUDHA R.NO. 1,पंचायत भवन कुकुढ़ा क0सं0 1,R,25.345537116142264-83.15610498189926,25.386872,83.154285,386
253,253,PANCHAYAT BHAWAN KUKUDHA R.NO. 2,पंचायत भवन कुकुढ़ा क0सं0 2,R,25.347990036010742-83.14421081542969,25.34799004,83.14421082,386
254,254,COMPOSIT VIDYALAYA AMBA,कम्‍पोजिट विद्यालय अम्‍बा,R,25.369394153125892-83.1412810832262,25.3853546,83.1475497,386
255,255,PRATHMIK VIDYALAYA JALLHUPUR PRATHAM R.NO. 1,प्राथमिक विद्यालय जाल्‍हूपुर प्रथम क0सं0 1,R,25.35664925248712-83.1820509955287,25.3861827,83.1204731,386
256,256,PRATHMIK VIDYALAYA JALLHUPUR PRATHAM R.NO. 2,प्राथमिक विद्यालय जाल्‍हूपुर प्रथम क0सं0 2,R,25.34546469832648-83.17343909293413,25.3849413,83.1159829,386
257,257,PRATHMIK VIDYALAYA JALLHUPUR PRATHAM R.NO. 3,प्राथमिक विद्यालय जाल्‍हूपुर प्रथम क0सं0 3,R,25.380966647776273-83.17033611238001,25.3846253,83.1162868,386
258,258,PRATHMIK VIDYALAYA JALLHUPUR PRATHAM R.NO. 4,प्राथमिक विद्यालय जाल्‍हूपुर प्रथम क0सं0 4,R,25.376089019764276-83.17093659192324,25.384866,83.1160485,386
259,259,PRATHMIK VIDYALAYA JALLHUPUR PRATHAM R.NO. 5,प्राथमिक विद्यालय जाल्‍हूपुर प्रथम क0सं0 5,R,25.41947547875201-83.17243963479994,25.384944,83.1161267,386
260,260,PRATHMIK VIDYALAYA RAMANA R.NO. 1,प्राथमिक विद्यालय रमना क0सं0 1,R,25.414617576815587-83.1711045652628,25.41461758,83.17110457,386
261,261,PRATHMIK VIDYALAYA RAMANA R.NO. 2,प्राथमिक विद्यालय रमना क0सं0 2,R,25.40580550584295-83.17127220332623,25.40580551,83.1712722,386
262,262,PRATHMIK VIDYALAYA VISHUNPURA,प्राथमिक विद्यालय विशुनपुरा,R,25.4062352523279-83.17212112247944,25.40623525,83.17212112,386
263,263,PRATHMIK VIDYALAYA GIRDHARPUR,प्राथमिक विद्यालय गिरधरपुर,R,25.41947547875201-83.17243963479994,25.4063683,83.1110367,386
264,264,INTER COLLAGE BARIYASANPUR R.NO. 1,इण्‍टर कालेज बरियासनपुर क0सं0 1,R,25.413395045672548-83.16841900348663,25.3777858,83.0632023,386
265,265,INTER COLLAGE BARIYASANPUR R.NO. 2,इण्‍टर कालेज बरियासनपुर क0सं0 2,R,25.416807321085358-83.15467838197947,25.3763133,83.0627317,386
266,266,COMPOSIT VIDYALAYA KHANPUR,कम्‍पोजिट विद्यालय खानपुर,R,25.42200095323078-83.12384806573391,25.387955,83.0605567,386
267,267,PRATHMIK VIDYALAYA UMARAHA PRATHAM R.NO. 1,प्राथमिक विद्यालय उमरहा प्रथम क0सं0 1,R,25.404106190264777-83.14627066254616,25.40410619,83.14627066,386
268,268,PRATHMIK VIDYALAYA UMARAHA PRATHAM R.NO. 2,प्राथमिक विद्यालय उमरहा प्रथम क0सं0 2,R,25.40548508780576-83.14094547182323,25.40548509,83.14094547,386
269,269,PRATHMIK VIDYALAYA UMARAHA PRATHAM R.NO. 3,प्राथमिक विद्यालय उमरहा प्रथम क0सं0 3,R,0.0-0.0,25.40549534,83.14085462,386
270,270,PRATHMIK VIDYALAYA UMARAHA PRATHAM R.NO. 4,प्राथमिक विद्यालय उमरहा प्रथम क0सं0 4,R,25.405101675311922-83.15275557339191,25.40510168,83.15275557,386
271,271,PRATHMIK VIDYALAYA BARAI R.NO. 1,प्राथमिक विद्यालय बराई क0सं0 1,R,25.397481932127082-83.1352461129427,25.39748193,83.13524611,386
272,272,PRATHMIK VIDYALAYA BARAI R.NO. 2,प्राथमिक विद्यालय बराई क0सं0 2,R,25.39872885414822-83.13857775181532,25.39872885,83.13857775,386
273,273,PRATHMIK VIDYALAYA BARAI R.NO. 3,प्राथमिक विद्यालय बराई क0सं0 3,R,25.396192594545315-83.16278133541346,25.39619259,83.16278134,386
274,274,RAJKIYA HIGHSCHOOL CHHANHI R.NO. 1,राजकीय हाईस्‍कूल छांही क0सं0 1,R,25.39918073526563-83.16151265054941,25.40575,83.0299067,386
275,275,RAJKIYA HIGHSCHOOL CHHANHI R.NO. 2,राजकीय हाईस्‍कूल छांही क0सं0 2,R,25.377187728881836-83.1821517944336,25.4064434,83.031824,386
276,276,RAJKIYA HIGHSCHOOL CHHANHI R.NO. 3,राजकीय हाईस्‍कूल छांही क0सं0 3,R,25.41792869567871-83.17880249023438,25.4066239,83.0318483,386
277,277,COMPOSIT VIDYALAYA CHHANHI R.NO. 1,कम्‍पोजिट विद्यालय छांही क0 सं01,R,25.396089553833008-83.16071319580078,25.39608955,83.1607132,386
278,278,COMPOSIT VIDYALAYA CHHANHI R.NO. 2,कम्‍पोजिट विद्यालय छांही क0 सं02,R,25.391168680564057-83.14999390393496,25.39116868,83.1499939,386
279,279,PRATHMIK VIDYALAYA PATERWA R.NO. 1,प्राथमिक विद्यालय पतेरवा क0सं0 1,R,25.391702066775782-83.1295470893383,25.3982784,83.0253161,386
280,280,PRATHMIK VIDYALAYA PATERWA R.NO. 2,प्राथमिक विद्यालय पतेरवा क0सं0 2,R,25.38452614378301-83.11627183109522,25.38452614,83.11627183,386
281,281,PRATHMIK VIDYALAYA PATERWA R.NO. 3,प्राथमिक विद्यालय पतेरवा क0सं0 3,R,25.384716033935547-83.11642456054688,25.38471603,83.11642456,386
282,282,COMPOSIT VIDYALAYA SARAIYA NO. 2 R.NO. 1,कम्‍पोजिट विद्यालय सरैया नं0 2 क0सं0 1,R,25.384771799963683-83.11634190380573,25.3847718,83.1163419,386
283,283,COMPOSIT VIDYALAYA SARAIYA NO. 2 R.NO. 2,कम्‍पोजिट विद्यालय सरैया नं0 2 क0सं0 2,R,25.384517662426283-83.11627183109522,25.38451766,83.11627183,386
284,284,PRATHMIK VIDYALAYA JAIRAMPUR (MATHIYA) R.NO. 1,प्राथमिक विद्यालय जयरामपुर (मठिया) क0सं0 1,R,25.3847081899032-83.11635095626116,25.38470819,83.11635096,386
285,285,PRATHMIK VIDYALAYA JAIRAMPUR (MATHIYA) R.NO. 2,प्राथमिक विद्यालय जयरामपुर (मठिया) क0सं0 2,R,25.395565032958984-83.10968017578125,25.39556503,83.10968018,386
286,286,PRATHMIK VIDYALAYA JAIRAMPUR (MATHIYA) R.NO. 3,प्राथमिक विद्यालय जयरामपुर (मठिया) क0सं0 3,R,25.387300424176793-83.11446368694305,25.38730042,83.11446369,386
287,287,PRATHMIK VIDYALAYA GOPPUR R.NO. 1,प्राथमिक विद्यालय गोपपुर क0सं0 1,R,25.38992319489508-82.99703992903233,25.423434,83.0133767,386
288,288,PRATHMIK VIDYALAYA GOPPUR R.NO. 2,प्राथमिक विद्यालय गोपपुर क0सं0 2,R,25.41251564025879-83.110107421875,25.423482,83.0132947,386
289,289,PRATHMIK VIDYALAYA ALLOPUR,प्राथमिक विद्यालय अल्‍लोपुर,R,25.383778873389122-83.0628127232194,25.422483,83.0014773,386
290,290,PRATHMIK VIDYALAYA SARAIYA NO.-1,प्राथमिक विद्यालय सरैया नं0 1,R,25.381200194641536-83.0628127232194,25.4322834,83.0041804,386
291,291,COMPOSIT VIDYALAYA AILEE,कम्पोजिट विद्यालय अइली,R,25.387339498093294-83.06013487279415,25.4339766,83.023246,386
292,292,PRATHMIK VIDYALAYA IMILIYA,प्राथमिक विद्यालय इमीलिया,R,25.388658613978766-83.06483443826437,25.4186333,83.0004704,386
293,293,COMPOSIT VIDYALAYA AMARPATTI,कम्‍पोजिट विद्यालय अमरपट्टी,R,25.389087815741238-83.06616984307766,25.4240683,82.9952467,386
294,294,PRATHMIK VIDYALAYA LOHTA R.NO. 1,प्राथमिक विद्यालय लोहता क0सं0 1,U,25.388120065078116-83.06114204227924,25.38812007,83.06114204,386
295,295,PRATHMIK VIDYALAYA LOHTA R.NO. 2,प्राथमिक विद्यालय लोहता क0सं0 2,U,25.385902538922757-83.06114204227924,25.38590254,83.06114204,386
296,296,PRATHMIK VIDYALAYA LOHTA R.NO. 3,प्राथमिक विद्यालय लोहता क0सं0 3,U,25.389414940971605-83.06516267359257,25.38941494,83.06516267,386
297,297,PRATHMIK VIDYALAYA LOHTA R.NO. 4,प्राथमिक विद्यालय लोहता क0सं0 4,U,25.392994784056885-83.07202275842428,25.39299478,83.07202276,386
298,298,PRATHMIK VIDYALAYA LOHTA R.NO. 5,प्राथमिक विद्यालय लोहता क0सं0 5,U,25.393051423414985-83.07281903922558,25.3095136,82.9326845,386
299,299,BUDDHA PUBLIC SCHOOL LOHTA R.NO. 1,बुध्दा पब्लिक स्कूल लोहता क0सं0 1,U,25.39267190891968-83.07270403951408,25.3074305,82.9341945,386
300,300,BUDDHA PUBLIC SCHOOL LOHTA R.NO. 2,बुध्दा पब्लिक स्कूल लोहता क0सं0 2,U,25.401158452417157-83.04797373712063,25.307695,82.9342167,386
301,301,MADARSA FAIJUL ULUM LOHTA R.NO. 1,मदरसा फ़ैज़ूल उलूम लोहता क0सं0 1,U,25.406192853165603-83.0306014046073,25.3105142,82.9352528,386
302,302,MADARSA FAIJUL ULUM LOHTA R.NO. 2,मदरसा फ़ैज़ूल उलूम लोहता क0सं0 2,U,25.387844125987264-83.06704726070166,25.3102249,82.9353037,386
303,303,MADARSA FAIJUL ULUM LOHTA R.NO. 3,मदरसा फ़ैज़ूल उलूम लोहता क0सं0 3,U,25.408784928843257-83.03865808993578,25.3102899,82.9350926,386
304,304,MADARSA FAIJUL ULUM LOHTA R.NO. 4,मदरसा फ़ैज़ूल उलूम लोहता क0सं0 4,U,25.406192853165603-83.0306014046073,25.3097446,82.935025,386
305,305,GAUTAM BUDDH BALIKA VIDYALAYA KOIRAN LOHATA R.NO. 1,गौतम बुद्ध बालिका विद्यालय कोईरान लोहता क0सं0 1,U,25.39870834350586-83.0246353149414,25.3075528,82.9356953,386
306,306,GAUTAM BUDHH BALIKA VIDYALAYA KOIRAN LOHATA R.NO. 2,गौतम बुद्ध बालिका विद्यालय कोईरान लोहता क0सं0 2,U,25.398410840283-83.02532952278852,25.3076872,82.935558,386
307,307,GAUTAM BUDDH BALIKA VIDYALAYA KOIRAN LOHATA R.NO. 3,गौतम बुद्ध बालिका विद्यालय कोईरान लोहता क0सं0 3,U,25.398982961767643-83.02479542791842,25.3077497,82.9356658,386
308,308,GAUTAM BUDDH BALIKA VIDYALAYA KOIRAN LOHATA R.NO. 4,गौतम बुद्ध बालिका विद्यालय कोईरान लोहता क0सं0 4,U,25.396553016820917-83.02925862371923,25.3080524,82.935693,386
309,309,GAUTAM BUDDH BALIKA VIDYALAYA KOIRAN LOHATA R.NO. 5,गौतम बुद्ध बालिका विद्यालय कोईरान लोहता क0सं0 5,U,25.410612106323242-83.03060150146484,25.3078085,82.9356881,386
310,310,GAUTAM BUDDH BALIKA VIDYALAYA KOIRAN LOHATA R.NO. 6,गौतम बुद्ध बालिका विद्यालय कोईरान लोहता क0सं0 6,U,25.423540134328615-83.02925124764442,25.3080341,82.9356526,386
311,311,MADARSA TALIMUL ISLAM BHORA TALAB LOHATA R.NO. 1,मदरसा तालीमूल इस्‍लाम भोरा तालाब लोहता क0सं0 1,U,25.416516003507628-83.0306014046073,25.3114247,82.9329603,386
312,312,MADARSA TALIMUL ISLAM BHORA TALAB LOHATA R.NO. 2,मदरसा तालीमूल इस्‍लाम भोरा तालाब लोहता क0सं0 2,U,25.421105233445168-83.03395852446556,25.3117488,82.9316196,386
313,313,MADARSA TALIMUL ISLAM BHORA TALAB LOHATA R.NO. 3,मदरसा तालीमूल इस्‍लाम भोरा तालाब लोहता क0सं0 3,U,25.419933338483165-83.03295135498047,25.3112253,82.9330023,386
314,314,MADARSA TALIMUL ISLAM BHORA TALAB LOHATA R.NO. 4,मदरसा तालीमूल इस्‍लाम भोरा तालाब लोहता क0सं0 4,U,25.39566043968816-83.01045231521128,25.3112385,82.9330034,386
315,315,PRATHMIK VIDYALAYA GHAMAHAPUR R.NO. 1,प्राथमिक विद्यालय घमहापुर क0सं0 1,R,25.43140409517217-83.00306685268879,25.3174247,82.9313734,386
316,316,PRATHMIK VIDYALAYA GHAMAHAPUR R.NO. 2,प्राथमिक विद्यालय घमहापुर क0सं0 2,R,25.423458073428275-83.01335144788028,25.42345807,83.01335145,386
317,317,JUNIOR HIGH SCHOOL SENT JONS DHANNIPUR R.NO. 1,जूनियर हाई स्‍कूल सेंट जांस धन्‍नीपुर क0सं0 1,R,25.428153926141185-82.9966888949275,25.42815393,82.99668889,386
318,318,JUNIOR HIGH SCHOOL SENT JONS DHANNIPUR R.NO. 2,जूनियर हाई स्‍कूल सेंट जांस धन्‍नीपुर क0सं0 2,R,25.42231678522592-82.9976960644126,25.42231679,82.99769606,386
319,319,JUNIOR HIGH SCHOOL SENT JONS DHANNIPUR R.NO. 3,जूनियर हाई स्‍कूल सेंट जांस धन्‍नीपुर क0सं0 3,R,25.430702230801682-83.00444014370441,25.43070223,83.00444014,386
320,320,PRATHMIK VIDYALAYA BHATTHI R.NO. 1,प्राथमिक विद्यालय भट्ठी क0सं0 1,R,25.425908975275235-83.01918793469667,25.42590898,83.01918793,386
321,321,PRATHMIK VIDYALAYA BHATTHI R.NO. 2,प्राथमिक विद्यालय भट्ठी क0सं0 2,R,25.428910005520386-83.03563691675663,25.3159804,82.9197488,386
322,322,PRATHMIK VIDYALAYA BHATTHI R.NO. 3,प्राथमिक विद्यालय भट्ठी क0सं0 3,R,25.38992319489508-82.99703992903233,25.38992319,82.99703993,386
323,323,PRATHMIK VIDYALAYA MAHMOODPUR R.NO. 1,प्राथमिक विद्यालय महमूदपुर क0सं0 1,R,25.42434136070023-82.99503263086082,25.42434136,82.99503263,386
324,324,PRATHMIK VIDYALAYA MAHMOODPUR R.NO. 2,प्राथमिक विद्यालय महमूदपुर क0सं0 2,R,25.309177316328892-82.93264009058475,25.30917732,82.93264009,386
325,325,PRATHMIK VIDYALAYA MAHMOODPUR R.NO. 3,प्राथमिक विद्यालय महमूदपुर क0सं0 3,R,25.309120178222656-82.93266296386719,25.30912018,82.93266296,386
326,326,PRATHMIK VIDYALAYA MAHMOODPUR R.NO. 4,प्राथमिक विद्यालय महमूदपुर क0सं0 4,R,25.309152603149414-82.9327392578125,25.3091526,82.93273926,386
327,327,COMPOSIT VIDYALAYA MAHESHPUR R.NO. 1,संविलयित विद्यालय महेशपुर क0सं0 1,U,25.309005764810163-82.93280035257338,25.30900576,82.93280035,386
328,328,COMPOSIT VIDYALAYA MAHESHPUR R.NO. 2,संविलयित विद्यालय महेशपुर क0सं0 2,U,25.314017636268908-82.95273587107657,25.31401764,82.95273587,386
329,329,COMPOSIT VIDYALAYA MAHESHPUR R.NO. 3,संविलयित विद्यालय महेशपुर क0सं0 3,U,25.307670624989374-82.93414313346148,25.3102917,82.9586367,386
330,330,SILWAR GROW INTERMIDIATE COLLEGE MAHESHPUR R.NO. 1,सिल्वर ग्रो इण्टरमीडीएट कालेज महेशपुर क0सं0 1,U,25.310058711467924-82.9592590034008,25.31005871,82.959259,386
331,331,SILWAR GROW INTERMIDIATE COLLEGE MAHESHPUR R.NO. 2,सिल्वर ग्रो इण्टरमीडीएट कालेज महेशपुर क0सं0 2,U,25.311412919565495-82.93553151190282,25.3101569,82.9591896,386
332,332,MA SARASWATI INTER COLLAGE CHANDPUR R.NO. 1,मॉं0 सरस्‍वती इण्‍टर कालेज चॉंदपुर क0सं0 1,U,25.307600003109062-82.93637070804834,25.3076,82.93637071,386
333,333,MA SARASWATI INTER COLLAGE CHANDPUR R.NO. 2,मॉं0 सरस्‍वती इण्‍टर कालेज चॉंदपुर क0सं0 2,U,25.309555053710938-82.93519592285156,25.3101043,82.9569259,386
334,334,MA SARASWATI INTER COLLAGE CHANDPUR R.NO. 3,मॉं0 सरस्‍वती इण्‍टर कालेज चॉंदपुर क0सं0 3,U,25.31402975955758-82.93675225228071,25.3104117,82.9569576,386
335,335,MA SARASWATI INTER COLLAGE CHANDPUR R.NO. 4,मॉं0 सरस्‍वती इण्‍टर कालेज चॉंदपुर क0सं0 4,U,7.711358453075222--39.9999999627471,25.3104079,82.9569976,386
336,336,MA SARASWATI INTER COLLAGE CHANDPUR R.NO. 5,मॉं0 सरस्‍वती इण्‍टर कालेज चॉंदपुर क0सं0 5,U,25.301002586202536-82.94124595820904,25.3103923,82.9570127,386
337,337,PANCHAYAT BHAWAN CHANDPUR,पंचायत भवन चांदपुर,U,25.305551528930664-82.93620300292969,25.3094251,82.9553174,386
338,338,PRATHMIK VIDYALAYA BHITARI R.NO. 1,प्राथमिक विद्यालय भिटारी क0सं0 1,U,25.307668200204485-82.93563645333052,25.3138076,82.9527454,386
339,339,PRATHMIK VIDYALAYA BHITARI R.NO. 2,प्राथमिक विद्यालय भिटारी क0सं0 2,U,25.30764940811979-82.93563444167374,25.313941,82.9528194,386
340,340,PRATHMIK VIDYALAYA BHITARI R.NO. 3,प्राथमिक विद्यालय भिटारी क0सं0 3,U,25.307999789090307-82.93350208550692,25.3137431,82.9527286,386
341,341,PRATHMIK VIDYALAYA BHITARI R.NO. 4,प्राथमिक विद्यालय भिटारी क0सं0 4,U,25.30763425321066-82.94124595820904,25.3138182,82.9527574,386
342,342,ENGLISH MEDIUM PRIMARY SCHOOL KERAKATPUR R.NO. 1,इंग्लिश मीडियम प्राईमरी स्‍कूल केराकतपुर क0सं0 1,R,25.27688983221276-82.92478356510401,25.27688983,82.92478357,386
343,343,ENGLISH MEDIUM PRIMARY SCHOOL KERAKATPUR R.NO. 2,इंग्लिश मीडियम प्राईमरी स्‍कूल केराकतपुर क0सं0 2,R,25.31151869749259-82.93626945465803,25.3115187,82.93626945,386
344,344,PRATHMIK VIDYALAYA PHOOLWARIA R.NO. 1,प्राथमिक विद्यालय फुलवरिया क0सं0 1,U,25.310245416080193-82.93354030698539,25.3271308,82.9637657,386
345,345,PRATHMIK VIDYALAYA PHOOLWARIA R.NO. 2,प्राथमिक विद्यालय फुलवरिया क0सं0 2,U,25.311695094861864-82.93245702981947,25.3270534,82.9631731,386
346,346,PRATHMIK VIDYALAYA PHOOLWARIA R.NO. 3,प्राथमिक विद्यालय फुलवरिया क0सं0 3,U,25.320725266487653-82.92696688324213,25.327363,82.9624676,386
347,347,PRATHMIK VIDYALAYA PHOOLWARIA R.NO. 4,प्राथमिक विद्यालय फुलवरिया क0सं0 4,U,25.33122118023053-82.9113493859768,25.3268489,82.9622956,386
348,348,PRATHMIK VIDYALAYA PHOOLWARIA R.NO. 5,प्राथमिक विद्यालय फुलवरिया क0सं0 5,U,25.313207494754174-82.92062379419802,25.3269107,82.9628139,386
349,349,PRATHMIK VIDYALAYA PAHALUKAPURA (PHOOLWARIA) R.NO. 1,प्राथमिक विद्यालय पहलूकापुरा (फुलवरिया) क0सं0 1,U,25.311462323021445-82.92451467365026,25.3336159,82.9656501,386
350,350,PRATHMIK VIDYALAYA PAHALUKAPURA (PHOOLWARIA) R.NO. 2,प्राथमिक विद्यालय पहलूकापुरा (फुलवरिया) क0सं0 2,U,25.311447168589243-82.92092118412255,25.3334531,82.9656241,386
351,351,PRATHMIK VIDYALAYA PAHALUKAPURA (PHOOLWARIA) R.NO. 3,प्राथमिक विद्यालय पहलूकापुरा (फुलवरिया) क0सं0 3,U,25.315196923492387-82.91976179927589,25.3335177,82.9654663,386
352,352,PRATHMIK VIDYALAYA PAHALUKAPURA (PHOOLWARIA) R.NO. 4,प्राथमिक विद्यालय पहलूकापुरा (फुलवरिया) क0सं0 4,U,25.316389231515984-82.91637416929008,25.3334713,82.9655309,386
353,353,PURVA MADHYAMIK VIDYALAYA PHOOLWARIA R.NO. 1,पूर्व माध्यमिक विद्यालय फुलवरियां क0सं0 1,U,25.316389231515984-82.91637416929008,25.31638923,82.91637417,386
354,354,PURVA MADHYAMIK VIDYALAYA PHOOLWARIA R.NO. 2,पूर्व माध्यमिक विद्यालय फुलवरियां क0सं0 2,U,25.31301109599527-82.93111424893141,25.3130111,82.93111425,386
355,355,PURVA MADHYAMIK VIDYALAYA PHOOLWARIA R.NO. 3,पूर्व माध्यमिक विद्यालय फुलवरियां क0सं0 3,U,25.314151901623216-82.93116755783558,25.3141519,82.93116756,386
356,356,SARWANAND PUBLIC SCHOOL PHOOLWARIA R.NO. 1,सर्वानन्द पब्लिक स्कूल फुलवरिया क0सं0 1,U,25.312694068931723-82.93352521955967,25.3270004,82.9634097,386
357,357,SARWANAND PUBLIC SCHOOL PHOOLWARIA R.NO. 2,सर्वानन्द पब्लिक स्कूल फुलवरिया क0सं0 2,U,25.312868039908704-82.92746745049953,25.3269489,82.9635024,386
